Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
10/23/2003,328609,12/31/2003,07/07/2004,LISA J LUSH,Y,02/11/2005
01/07/2004,328611,01/01/2009,07/12/2004,RKS GLASS STUDIOS LLC,Y,10/29/2010
07/15/2004,328614,01/01/2005,07/12/2004,JOSE LUIS PENALOZA,Y,10/17/2006
07/05/2004,328617,01/01/2005,07/12/2004,YODER'S CLEANING SERVICE,Y,07/24/2007
09/01/2004,328623,,07/12/2004,CORCETTO ENTERPRISES LTD,Y,01/18/2013
06/28/2004,328627,01/01/2005,07/07/2004,LUIS C GUZMAN,N,
09/01/2001,328629,01/01/2005,07/07/2004,INTERIOR HELP,Y,02/08/2012
07/15/2004,328635,01/01/2005,07/12/2004,BRICK CITY GEAR,Y,11/01/2006
07/02/2004,328636,01/01/2005,07/12/2004,STRAUSSER CONTRACTING,Y,07/24/2007
06/30/2004,328637,01/01/2005,07/07/2004,NELLIE M DIAZ,Y,11/21/2005
08/01/2003,328640,08/14/2012,07/07/2004,MABEL L AUGUSTINE,Y,08/14/2012
07/01/2004,328642,09/15/2008,07/07/2004,FOREST INN,Y,09/17/2008
08/01/2001,328643,01/01/2005,07/07/2004,CAROL LLOYD,N,
07/07/2004,328648,,07/12/2004,SOL'S BEAUTY SUPPLIES,N,
07/01/2004,328652,01/01/2005,07/07/2004,HECTOR RAMOS,Y,11/29/2006
04/01/2004,328656,01/01/2005,07/12/2004,ANGELICA BALLPARK,Y,11/03/2006
07/21/2004,328708,07/30/2004,07/12/2004,JOSE D RIVERA,N,
07/02/2004,328821,,11/19/2013,BERKS ECONOMIC PARTNERSHIP,N,
07/12/2004,328825,11/14/2011,07/12/2004,AAA SCHOOL OF TRUCKING INC,N,
06/01/2004,328828,,07/09/2004,J & H CORP,N,
01/01/2003,328831,01/01/2005,07/09/2004,DAYSI SEGURA,Y,07/23/2004
01/01/2003,328836,07/31/2004,07/09/2004,TONI'S CONSTRUCTION CO,Y,08/28/2006
07/01/2003,328845,12/31/2007,07/09/2004,KAYE G ULLMAN,Y,10/28/2013
07/12/2000,328868,01/01/2005,07/13/2004,DAN'S HANDYMAN SERVICE,Y,05/10/2013
07/09/2004,328869,08/11/2004,07/09/2004,MIGUEL PAINTING,Y,01/04/2005
10/24/2003,328907,10/30/2012,07/13/2004,MAD HOLDINGS LP,Y,10/30/2012
07/20/2004,328908,01/01/2005,07/13/2004,CASA NUESTRA RESTAURNATE,N,
07/20/2004,A2601010,12/31/2006,01/01/2003,CASA NUESTRA RESTAURNATE,Y,05/13/2010
01/01/2002,328909,12/31/2006,07/13/2004,HENRY H HYNEMAN III CONS,Y,01/08/2007
07/28/2004,328910,,07/13/2004,A TOWN CAFE RESTAURANT & PIZZA,N,
06/01/2004,328911,01/01/2005,07/13/2004,SHANNAN WILLIAMS,Y,10/30/2012
07/01/2004,328912,11/06/2013,07/13/2004,L & V FOOD MART INC,Y,11/06/2013
06/01/2004,328873,,07/12/2004,RUHL & ASSOCIATES,Y,08/13/2013
03/26/2004,328904,12/05/2007,,SALISBURY MANAGEMENT INC,Y,11/19/2013
04/01/2004,329483,,,WEAVE CORPORATION,N,
08/01/2003,329542,02/01/2004,07/21/2004,BONNIE LONG,N,
07/01/2001,329545,03/13/2012,07/21/2004,BUILD ABILITIES ASSISTIVE ARTS,Y,03/13/2012
07/09/2004,329546,01/01/2005,07/21/2004,CENTENO PRODUCTS,Y,11/28/2012
01/01/1998,329553,02/14/2005,07/21/2004,GRACE SARGE,N,
01/01/2000,329555,,07/21/2004,JOSEPH N SARGE,N,
08/20/1991,329559,,11/19/2013,NATIONAL PENN MGMT SERV LLC,N,
07/01/2004,329560,01/01/2005,08/03/2004,SHANK CONTENTS REMOVAL,Y,10/21/2013
01/01/2003,329576,,07/21/2004,JAMES A WOLFE,N,
07/14/2004,329577,01/01/2005,08/03/2004,STARLING A PENA CO,Y,10/28/2013
04/30/2005,329579,01/01/2005,07/23/2004,4TH ST LAUNDRAMAT,N,
07/01/2000,329743,12/31/2006,07/26/2004,OLEY INC DBA RIO GRANDE,Y,04/05/2007
09/01/2004,329744,,07/26/2004,MONEYWORKS INC DBA DOLLAR SENS,N,
05/07/2004,329883,,,FRANCISCA VARGAS,Y,11/19/2013
06/18/2004,329884,,,MADELINE M RAITH,Y,10/13/2006
06/18/2004,329885,,,JAMES A PRATT,Y,11/19/2013
04/23/2004,329886,,,STANLEY LEARY,Y,11/19/2013
04/09/2004,329887,08/01/2004,,JOSEPH KAAS,Y,11/07/2005
06/18/2004,329888,,,INES RAMOS CASTRO,Y,11/19/2013
06/18/2004,329889,12/31/2009,,ANN GABLE,Y,01/04/2010
05/21/2004,329890,,,THOA V DINH,Y,02/21/2007
06/04/2004,329891,,,MARIA RODRIGUEZ COLON,Y,11/19/2013
07/16/2003,329892,,08/06/2004,FAIRCHILD SERVICES INC,N,
01/01/2003,329893,,08/06/2004,K & A INC DBA TEZMART,N,
01/01/2004,329894,01/01/2005,08/06/2004,TBO JBO,Y,11/01/2006
09/01/2004,329896,01/01/2005,08/06/2004,AGRI IN DBA ACI CONSTRUCTION,Y,10/22/2007
01/01/2003,329897,12/31/2009,08/12/2004,WAYNE E HUMMEL,Y,10/29/2010
08/01/2003,329898,,08/06/2004,MASANO CORPORATION,N,
01/01/2003,329899,01/01/2005,08/06/2004,ELIZABETH DELDUCO,Y,08/16/2004
07/30/2004,329936,,,SYLVAN STOLTZFUS BUILDERS LLC,Y,11/19/2013
01/01/1989,327303,04/26/2010,02/03/2010,DICK HORRIGAN BMW,Y,04/29/2010
07/01/2004,328913,06/15/2005,07/13/2004,THOMAS BRADER,Y,12/02/2005
01/01/2003,329960,01/01/2005,08/20/2004,ANA MORALES LUGO,Y,11/28/2012
09/01/2004,329964,12/31/2007,08/30/2004,RJ'S CATERING,Y,01/11/2011
09/01/2004,A4809010,,,RJ'S CATERING,Y,01/06/2006
09/02/2004,330058,,,BROKER'S SETTLEMENT SERVICES,N,
09/02/2004,330086,,,ZC REAL ESTATE TAX SOLUTIONS,N,
05/01/2003,330121,03/09/2012,09/07/2004,DCS PRIMARY LP,Y,05/01/2013
09/08/2004,330135,,,FLEET NATIONAL BANK,N,
08/26/2004,370140,,,FAMILY DOLLAR STORE # 6455,N,
08/26/2004,330085,,09/08/2004,FAMILY DOLLAR STORE # 6455,N,
09/13/2004,330192,,,TITLE SOURCE INC,N,
08/26/2004,330195,,09/14/2004,SPOTTS BROTHERS INC,N,
09/12/2004,330196,01/01/2005,09/14/2004,A MAZE IN WOOD,Y,10/21/2013
08/24/2004,330197,01/01/2005,09/14/2004,SPOKES BIKE SHOP,Y,01/27/2010
10/15/2004,330198,01/01/2005,09/14/2004,CAVANAUGH ELECTRICAL CONTRACTI,Y,07/24/2007
09/20/2004,330199,12/31/2005,09/14/2004,GLOBAL ELECTRICAL SERVICES INC,Y,02/26/2007
09/12/2004,330200,01/01/2005,09/14/2004,ART BY TINA MARIE,Y,10/21/2013
09/13/2003,330202,,09/14/2004,RESCARE INC,N,
04/30/2004,330203,12/31/2004,09/14/2004,SHOWING CENTER SERVICES LLC,Y,10/28/2005
01/01/2004,330204,01/01/2005,09/14/2004,PAGODA CANDLE COMPANY,Y,09/04/2012
09/15/2004,330232,,,CHARLES JONES INC,N,
01/01/2002,96569,12/19/2012,12/19/2012,DENNIS A MOORE,Y,12/19/2012
09/23/2004,330285,,,CAPITOL SETTLEMENT SOLUTIONS,N,
09/23/2004,330286,,,CHICAGO TITLE INSURANCE COMP,N,
09/23/2004,330287,,,STEINER SANDOE & COOPER,N,
09/17/2004,330297,01/01/2005,09/28/2004,EAGER CONTRACTING,N,
09/20/2004,330298,,09/28/2004,THE BUTTERFLY,N,
03/01/2003,330300,01/01/2005,09/28/2004,MARTA P FIGUEROA,Y,09/28/2004
01/01/2003,330301,12/31/2005,09/28/2004,EVERETT THOMAS,Y,08/24/2006
09/28/2004,330302,01/01/2005,09/28/2004,A DEAL 4 U AUTO SALES,Y,11/01/2006
06/01/2003,330303,01/01/2005,09/28/2004,FRANCESCA E BIANCA,N,
02/07/2003,330304,01/01/2005,09/28/2004,FRANCESCA E BIANCA,Y,01/10/2005
09/12/2004,330305,01/01/2005,10/04/2004,COMOH DESIGN,Y,10/30/2012
01/01/2003,330306,08/27/2004,09/28/2004,VIRGINIA KELLY,Y,11/15/2006
07/06/2011,368427,12/31/2011,,TWEETY'S FRIED CHICKEN,Y,10/11/2012
07/06/2011,367720,09/26/2013,09/07/2011,TWEETY'S FRIED CHICKEN,Y,09/26/2013
08/01/2011,367723,,09/08/2011,CMG REALTY LLC,N,
01/01/2009,367757,,07/11/2011,ROBERTO PERALTA FRANCISCO,N,
08/01/2011,367681,,,GALO E RIVERA,N,
07/05/2011,367687,,09/08/2011,GREAT NAGRITA MARKET,N,
09/01/2011,367810,,09/08/2011,MIGUEL PASCUAL,N,
07/12/2011,367819,07/31/2012,09/08/2011,BMORECVL LLC,Y,07/31/2012
07/13/2004,A3608460,,01/01/1991,NATIONAL NEWSSTAND INC,N,
07/13/2004,329219,,07/15/2004,NATIONAL NEWSSTAND INC,N,
07/06/2011,367711,,09/08/2011,FRANDY AUTO SERVICE,N,
07/31/2011,367727,,09/08/2011,K-HOLDINGS LLC,N,
07/07/2011,367946,,,SOFRITO LLC,N,
07/07/2011,367738,,09/08/2011,SOFRITO LLC,N,
07/07/2011,367739,,09/08/2011,RUIZ INVESTMENTS,N,
07/08/2011,367742,,07/08/2011,GRECO'S ITALIAN ICES,N,
07/08/2011,380122,,,GRECO'S ITALIAN ICES,N,
07/08/2011,367743,,07/11/2011,DKOYE CONCEPTS,N,
08/01/2011,367831,,09/08/2011,RJ CASHIER,N,
07/14/2011,367833,,09/08/2011,CHOATES GENERAL CONTRACTOR,N,
07/18/2012,367951,,09/08/2011,GEORGE DENTAL LLC,N,
08/01/2011,367957,,09/08/2011,RAFAEL ABREU T,N,
10/01/2010,367958,,07/22/2011,SANTOS T GARCIA,N,
04/21/2011,367959,,09/08/2011,THOMAS SADOWSKI W,N,
08/01/2011,367960,,07/22/2011,JUAN MEJIA,N,
07/27/2011,368029,,07/27/2011,WW HOME IMPROVEMENT,N,
09/01/2011,368115,,09/08/2011,GIOVANNA VITERI,N,
08/01/2011,368121,,09/08/2011,ANDRELLE CHAVANNES,N,
02/01/2011,368127,,09/08/2011,MICHAEL AND AMY MADGIN,N,
08/17/2011,368211,,09/09/2011,COSMO CARIBE INC,Y,04/20/2012
08/16/2011,368214,12/11/2012,09/09/2011,TENARES GROCERY STORE,Y,12/11/2012
08/16/2011,368327,12/31/2011,,TENARES GROCERY STORE,Y,02/25/2013
10/01/2011,368215,11/10/2014,09/09/2011,MELVI BEAUTY SALON,N,
09/01/2011,368249,,09/12/2011,CHINA GARDEN RESTUARANT,Y,11/01/2012
08/19/2011,368294,,08/19/2011,A & E REMODELING,Y,02/21/2013
08/01/2011,368300,,11/23/2011,BA VY VAN,N,
07/16/2004,329698,01/01/2005,07/23/2004,JACKPOT MOWING,Y,10/17/2006
08/01/2004,329699,01/01/2005,07/23/2004,JOE'S AUTO REPAIR,Y,05/09/2005
07/01/2004,329700,01/01/2005,07/23/2004,VON WOLFE'S UNDERGROUND,Y,12/03/2012
07/20/2004,329701,12/31/2004,07/23/2004,JOSEPHINE'S NAILS,Y,05/12/2005
08/01/2004,329704,01/01/2005,07/23/2004,CARIBBEAN SERVICE,Y,10/12/2009
03/26/2004,329705,12/31/2004,07/23/2004,NATERA METRO TAXI,Y,12/06/2005
07/15/2004,329706,08/01/2004,07/23/2004,LESTER HOFFMAN,Y,12/07/2005
07/21/2004,329711,01/01/2005,08/03/2004,HOUSER CONSTRUCTION SRV INC,Y,09/22/2008
06/01/2003,329712,,07/23/2004,PA CENTER FOR INTUITIVE STUDIE,N,
07/15/2004,329713,01/01/2005,07/23/2004,LANGUMAS BARBER SHOP,N,
07/22/2004,329723,01/01/2005,07/23/2004,VIALIZ GENERAL CONTRACTING,N,
10/30/2004,329583,01/01/2005,07/30/2004,4TH ST GROCERY,Y,11/15/2006
09/12/2004,329901,09/30/2007,08/12/2004,JESSICA YOST,Y,01/14/2010
01/01/2003,329902,,08/09/2004,TROOPER THORN'S,N,
07/01/2002,329903,01/01/2005,08/09/2004,STACEY CAMPBELL,Y,01/09/2007
01/01/2004,329904,,11/19/2013,SOUTH 7TH ST MENNONITE CHURCH,N,
08/02/2004,329905,12/31/2005,08/12/2004,DAVID HEISEN GENERAL CONTRACTI,Y,02/05/2007
05/01/2004,329906,01/01/2005,08/09/2004,JAVIER ORTEGA BENITEZ STATE FA,Y,08/13/2013
08/01/2004,329908,12/31/2006,08/09/2004,SEMI REFURB SERVICES,Y,02/09/2007
08/10/2004,A3605220,12/31/2006,01/01/1991,J GROCERY,Y,08/23/2007
08/10/2004,329909,12/31/2007,08/09/2004,J GROCERY,Y,09/23/2008
09/01/2004,329910,01/01/2005,08/09/2004,JESUS RIVERA SANCHEZ,Y,10/30/2012
09/01/2003,329911,01/01/2005,08/09/2004,MARY KIDD,Y,11/22/2006
08/09/2004,329912,,08/09/2004,BODEGA CRISTO REY,Y,11/01/2006
08/09/2004,341729,12/31/2006,12/08/2006,BODEGA CRISTO REY,Y,02/24/2009
01/01/2004,329913,12/31/2005,08/09/2004,GIPSON CHIROPRACTIC,Y,08/25/2006
07/12/2004,329914,07/31/2004,08/10/2004,THE BAIL STORE INC,Y,07/31/2004
09/01/2004,329916,,08/10/2004,RICHARD D DAVIS,N,
01/01/2003,329917,01/01/2005,08/10/2004,ROBERTA JEAN FERRANTE,Y,08/10/2004
09/04/2003,329918,,08/10/2004,138 ASSOCIATES LP,N,
01/01/2004,329919,,08/10/2004,R & R SPORTING GOODS,Y,08/30/2012
01/01/2004,15803010,12/31/2006,01/01/1995,R & R SPORTING GOODS,Y,12/31/2009
03/05/2004,329920,,,EPHRATA MENNONITE CHURCH,Y,11/19/2013
01/01/2004,329922,,02/17/2005,PHILIP EBDLAHAD DDS LLC,N,
01/01/2004,329924,,02/17/2005,PHILIP EBDLAHAD DDC LLC,N,
08/07/2006,343763,,,TRUCLOSE FINANCIAL SRVS LLC,N,
08/14/2006,343851,,,SAFETRANS ABSTRACT LP,N,
07/09/2006,343852,,08/14/2006,HIGH CLASS GROCERY STORE,N,
06/07/2006,343857,12/31/2006,08/14/2006,EDDY TRUJILLO,Y,04/12/2007
01/01/2004,343860,,08/14/2006,BED AND BREAKFAST ON THE PARK,N,
04/01/2007,343866,06/30/2010,08/14/2006,NEIGHBORHOOD MEAT OUTLET,Y,06/10/2011
08/11/2004,329928,03/31/2006,08/12/2004,ANNEMARIE G MISSONIS,Y,08/24/2006
09/01/2004,329929,01/01/2005,08/12/2004,EVERYTHING STORE,N,
08/01/2004,329930,,08/12/2004,RAMON E RODRIGUEZ,N,
08/28/2004,329931,01/01/2005,08/12/2004,KITTY TREASURES,Y,11/01/2006
08/01/2004,329956,,08/19/2004,ALLIN CRUZ,N,
09/15/2006,329957,05/27/2014,08/19/2004,QUIZNOS SUB,Y,05/27/2014
09/15/2006,58206450,,01/01/2004,QUIZNOS SUB,Y,12/10/2013
08/20/2004,329961,01/01/2005,08/20/2004,L A S P,Y,11/28/2012
01/09/2004,329962,,,EARTH TECH INC,Y,04/22/2008
09/01/2004,329963,,08/20/2004,WRIGHT'S JANITORIAL,N,
08/27/2004,329966,,08/20/2004,HAIR CUTS MOST WANTED,N,
08/20/2004,329967,12/31/2004,08/30/2004,BAUM CONSTRUCTION,Y,11/02/2005
09/03/2004,330110,,,MAIN LINE TRANSFER L P,N,
03/01/2003,330123,,09/07/2004,B & B RENTALS INC/MAXXWELL INC,N,
09/12/2004,330139,11/14/2012,09/08/2004,THE RAVELLED SLEEVE,Y,10/30/2012
09/29/2004,330317,,,EMC MORTGAGE CORPORATION,N,
09/29/2004,330318,,,CENTEX HOME EQUITY,N,
10/04/2004,330328,12/31/2006,,PEOPLE SOFT USA INC,Y,08/06/2007
04/01/2004,330334,11/12/2014,10/04/2004,PICK UP LINES,N,
10/01/2004,330335,01/01/2005,10/04/2004,PERLEY HALLADAY ASSOC'S,Y,10/21/2013
10/01/2004,330336,01/01/2005,10/04/2004,EASTERN TIME INC,Y,10/22/2007
10/01/2004,330337,02/10/2005,10/04/2004,BROTHERS CONSTRUCTION CO,Y,11/03/2005
05/01/2003,330338,11/06/2013,10/04/2004,DANIEL J SYMONDS,Y,11/06/2013
08/01/2004,330339,03/31/2010,10/04/2004,TRIDON SERVICES INC,Y,05/10/2013
04/01/2003,330340,01/01/2005,10/04/2004,PRESENT TIME CONCEPTS,N,
10/08/2004,330362,,,T A FINANCIAL SERVICES,N,
10/08/2004,330363,,,REALTY SETTLEMENT SERVICES INC,N,
10/14/2004,330370,,,TRANS UNION SETTLEMENT SOLUTIO,N,
03/30/2000,330491,,11/03/2004,ISLAND BEVERAGE INC,N,
10/09/2004,330495,01/01/2005,11/04/2004,JERRY'S CONCESSIONS,Y,01/28/2005
08/20/2004,329986,09/30/2005,08/24/2004,A G REMODELING CONTRACTOR,N,
09/12/2004,329988,12/31/2006,08/30/2004,BECKY STILES,Y,01/11/2007
08/01/2004,329990,01/01/2005,08/30/2004,GARY DELONG,Y,11/15/2006
01/01/2003,329992,,08/30/2004,RICHARD J WESTCOTT MD,N,
08/01/2004,329993,,08/24/2004,AIRGAS EAST INC,N,
08/16/2004,329994,01/01/2005,08/24/2004,LA COSTENA,N,
08/16/2004,329998,,08/24/2004,MR WASHER,N,
09/12/2004,329999,01/01/2005,08/30/2004,JOHN J STESLOW,Y,10/21/2013
08/29/2004,330000,09/20/2012,08/24/2004,ROYAL PRESTIGE,Y,09/20/2012
11/01/2004,330487,01/01/2005,11/01/2004,KIMBERLY A CHIKOTAS,N,
11/15/2004,330488,01/01/2005,11/01/2004,HECTOR A DIAZ CONSTRUCTION,Y,11/13/2006
11/02/2004,330489,,11/01/2004,R & J ERTEL INC,N,
11/01/2004,330490,,,ADVANTAGE ABSTRACT & SETT COMP,N,
11/05/2004,330513,,,PENN CLOSING SERVICES LLC,N,
11/05/2004,330514,,,PREMIER ABSTRACT & SEARCH SERV,N,
,344740,12/31/2006,10/24/2006,GOD'S WORSHIP AND PRAISE TEMPL,N,
01/01/2004,330639,12/31/2004,11/29/2004,SHARON K SURUSKIE,Y,11/03/2005
03/01/2005,330878,01/01/2006,02/03/2005,MARY'S WHISPERS,Y,10/17/2006
05/01/2004,330705,,12/16/2004,THOMAS WATCKE & REBECCA MARTIK,N,
02/15/2007,347832,01/01/2008,04/17/2007,DEEJAY'S,Y,10/29/2013
11/03/2004,330492,,11/03/2004,JB PAINTING & REMODELING,N,
12/02/2004,28211220,12/31/2006,01/01/1995,SONIA'S CARIBBEAN GRILL,Y,12/31/2007
12/02/2004,330716,09/30/2007,12/16/2004,SONIA'S CARIBBEAN GRILL,Y,09/22/2008
04/20/2005,333002,,,LAW OFFICES FONZONE AND ASHLEY,N,
06/23/2005,335439,,,MID ATLANTIC REGIONAL ABSTRACT,N,
11/09/2004,330529,,,HEARTH & HOME ABSTRACT,N,
11/09/2004,330533,,,ASSOCIATED ABSTRACT,N,
11/15/2004,330576,,,BERKSHIRE NETWORK GMAC REAL ES,N,
10/04/2004,330578,01/01/2005,11/16/2004,EL BOHIO RESTAURANT,Y,11/15/2006
11/01/2004,330580,,11/16/2004,EL MONUMENTO RESTAURANT,Y,11/02/2007
11/15/2004,330582,01/01/2005,11/16/2004,DOUGLAS YOUNG BULDER INC,Y,10/13/2009
10/07/2004,330648,01/01/2005,11/29/2004,J & Y ROOFING,Y,11/14/2006
11/22/2004,330649,01/01/2005,11/29/2004,DAN'S RESTORATIONS,Y,11/28/2012
11/18/2004,330650,04/30/2006,11/29/2004,DOUBBLE DRAGON,N,
11/01/2005,365928,08/15/2012,12/15/2010,IVELISSE BIERD,Y,08/15/2012
12/15/2010,365929,03/13/2014,12/15/2010,NIGHT AND DAY AUTO SALES LLC,Y,03/13/2014
12/17/2010,365932,,,BCCIL,N,
12/17/2010,365933,,,BCCIL,N,
01/01/2011,365935,,12/17/2010,ROBERT SANTANA,N,
01/01/2011,365998,,01/04/2011,STITT TRACEY B,Y,03/28/2013
01/11/2011,366026,,01/11/2011,PIZZERIA RESTAURANT OLUCUILTA,N,
01/11/2011,366080,,,PIZZERIA RESTAURANT OLUCUILTA,N,
01/19/2011,366069,,01/19/2011,BOTANICA SANTA BARBARA,N,
,366070,09/04/2012,01/19/2011,DONNIES DOGS,Y,09/04/2012
01/25/2011,366160,,,UNION EARLY LEARNING CENTER,Y,08/09/2013
08/15/2011,366099,,01/25/2011,UNION EARLY LEARNING CENTER,N,
01/01/2011,366120,,01/27/2011,NINOS PIZZA AND ITALIAN REST,N,
01/31/2011,366147,06/17/2014,01/31/2011,JEAN-LOUIS CHARLES,Y,06/17/2014
02/01/2011,366162,,02/04/2011,FRANCISCO DIAZ,N,
10/01/2010,366163,,02/04/2011,MARIA PINOS,N,
02/04/2011,366165,01/22/2014,02/04/2011,ANNIE ALVAREZ,Y,05/20/2014
12/01/2010,366166,,02/04/2011,LEGUIZAMON NELSON,N,
02/08/2011,366176,,02/08/2011,PCL HOLDING LLC,N,
06/01/2010,366250,,02/24/2011,CHERRYWOOD ENTERPRISES LLC,N,
03/01/2011,366254,,02/24/2011,ARETE DEVELOPMENT INC,N,
10/01/2010,366253,,09/08/2011,RICARDO R DIAZ,N,
01/01/2010,366255,,09/08/2011,JOSE GANDIA,N,
03/01/2011,366249,,09/08/2011,GISELA DE LA ROSA,N,
02/24/2011,366256,,09/07/2011,LETICIA OLIVARES,N,
02/23/2011,366248,,12/07/2012,A+ BAIL BONDS,N,
03/01/2011,366264,,01/09/2012,JOEL ROSADO,N,
05/15/2010,366260,,10/10/2011,RAFAELA FERNANDEZ,N,
04/01/2011,366306,,03/07/2011,GUNTER VINCENT,N,
12/03/2012,374303,,12/03/2012,NELSON PROPERTY MANAGEMENT,N,
12/03/2012,374307,,12/05/2012,RALPHS REMODELING,N,
12/04/2012,374353,01/23/2013,12/04/2012,HAPPY SIGN INC,Y,01/23/2013
12/04/2012,374352,,12/04/2012,DOLLAR DEAL,N,
12/05/2012,374358,,12/05/2012,MIKE'S GROCERIES,N,
12/18/2012,374363,11/13/2014,12/06/2012,CARRERO SERVICES CENTER,N,
11/05/2012,374253,,11/29/2012,READING CHIROPRACTIC AND REHAB,N,
12/09/2012,374250,,11/29/2012,YONNY RAMIREZ,N,
11/29/2012,374251,,11/29/2012,YO BLING BLING,N,
12/01/2012,374252,,11/29/2012,JEFF MCCARTY,N,
11/30/2012,374257,,11/30/2012,BERNELL BURKHOLDER LLC,N,
03/09/2004,327707,01/01/2005,03/31/2004,AMADEOS SERVICES,Y,11/28/2012
11/26/2012,374231,,11/26/2012,INDUSTRIAL REFRIGERATION SERVI,N,
12/01/2012,374232,,11/26/2012,SHERRY MARCINKOWSKI,N,
11/27/2012,374241,,11/27/2012,BRUSCO FRANCESCO,N,
11/28/2012,374243,11/10/2014,11/28/2012,G&C ELECTRONICS,N,
11/01/2012,374245,10/14/2013,11/28/2012,FIRST IMPRESSIONS,Y,10/14/2013
03/01/2012,374247,,11/28/2012,CYNTHIA L CARE,N,
07/05/2013,376353,,07/05/2013,CLAUDIO EUSEBIO,N,
11/01/2012,374226,,11/26/2012,LTP GROUP LLC,N,
11/27/2012,374236,,11/27/2012,BRENTMORE CONSTRUCTION,N,
11/27/2012,374238,,11/27/2012,JAKE'S GREENHOUSES,N,
02/15/2012,374240,,12/11/2012,KAREN PELTER,N,
11/19/2012,374190,,11/19/2012,PRO FINISH DRYWALL SYSTEM LTD,N,
11/19/2012,374192,,11/19/2012,THE INSPECTOR & AUTO REPAIR/SA,N,
09/01/2012,374194,,11/19/2012,JOAN M RAMIREZ,N,
11/19/2012,374199,11/13/2013,11/19/2012,PHILADELPHIA HOUSE OF CHEESE S,Y,11/13/2013
09/30/2012,374200,,11/19/2012,ALLIANCE BUY & SELL LLC,N,
08/14/2012,374205,,11/19/2012,CINDY BUENO,N,
06/05/2012,374217,,11/20/2012,JESUS & ADRIA RODRIGUEZ,N,
01/01/2013,374218,,11/20/2012,SRJR PROPERTIES,N,
03/01/2012,374222,,11/21/2012,DOMINGO DIAZ DUARTE,N,
11/21/2012,374242,,,L & J SUPERMARKET,N,
11/21/2012,374225,,11/21/2012,L & J SUPERMARKET,N,
11/02/2012,374098,,11/02/2012,LISA BLESSING,N,
01/01/2013,374107,,11/05/2012,ANTONIO CASTRO,N,
12/01/2012,374142,,11/13/2012,JUAN MINGUCHA,N,
11/05/2012,374146,,11/13/2012,KEVIN SAUDER,N,
01/01/2013,374167,,11/14/2012,RC PROPERTY INVESTMENT LLC,N,
11/14/2012,374168,11/24/2014,11/14/2012,LOS PRIMOS BUY & SELL,N,
12/01/2012,374171,01/01/2013,11/15/2012,DIANA VAVRECK,Y,11/15/2012
11/16/2012,374174,,11/16/2012,PURCELL CONSTRUCTION COMPANY,N,
11/01/2012,374173,,11/16/2012,KOLB ELECTRIC LLC,N,
05/01/2011,374177,,11/16/2012,LOPEZ OLIVARES DISTRIBUTIONS,N,
10/15/2012,374184,,11/16/2012,BLUE MARSH PLUMBING & HEATING,N,
01/01/2013,374185,,11/16/2012,FRANCIS ELIA,N,
06/01/2008,355840,01/01/2009,08/04/2008,JOHN THEODOSSIA,Y,08/07/2012
07/15/2008,356331,01/01/2009,08/21/2008,T & B SALES,Y,05/08/2013
01/01/2008,356894,,09/29/2008,ROBIN S GARL,N,
10/07/2008,356946,,09/30/2008,THE UPLAND CAFE,N,
05/07/2008,358194,,12/19/2012,SEPULVEDA ANTHONY,N,
02/21/2009,358064,11/02/2009,,LUGO SECOND HAND,N,
03/01/2009,358012,01/01/2011,01/14/2010,BRITO PEREZ JOSEFINA,N,
08/01/2008,357961,,11/14/2012,LANTZ RALPH B,N,
03/01/2008,357064,01/01/2009,10/09/2008,JACK NICHOLSON,N,
01/01/2003,357541,10/21/2014,12/12/2008,LESLIE ROBERT COOK,N,
01/01/2009,357712,08/28/2012,01/05/2009,LEBRON TAX SERVICE LLC,Y,08/28/2012
03/25/2009,360276,,06/04/2009,BERNVILLE QUALITY FUELS,Y,03/20/2012
10/01/2009,361977,,01/11/2010,MEDINA ANA,N,
03/28/2010,362207,,09/28/2011,KOMORO BOUTIQUE,N,
02/26/2009,360393,,11/25/2013,MATZ JORDAN L & MATZ REBEKAH M,N,
08/03/2009,361369,10/01/2010,,HARDING JUSTIN/APX ALARM,Y,05/19/2011
11/06/2009,362225,,,BATISTA ESPOSITO,N,
06/15/2006,342931,08/21/2012,06/28/2006,ANGELICA VALENTIN,Y,08/21/2012
08/01/2012,373256,,08/21/2012,EDINSON ALBARADO,N,
01/01/2011,373258,,08/22/2012,JBM MECHANICAL INC,N,
01/01/2009,373278,,08/23/2012,TALARICO PLUMBING & HEATING,N,
01/01/2005,373283,,08/23/2012,QUALITY PLUMBING SOLUTIONS,N,
08/24/2012,373294,,08/24/2012,NOLBERTO BATISTA,N,
08/01/2012,373295,,08/24/2012,EUROPEAN BUILDERS,N,
09/01/2012,373300,12/13/2013,08/24/2012,RAMON RODRIGUEZ-TORRES,Y,12/13/2013
08/24/2012,373304,09/15/2013,08/24/2012,THINH DO,Y,03/24/2014
06/01/2004,373192,04/18/2014,08/16/2012,B P SCHWARTZ & CO,Y,04/18/2014
06/01/2010,373202,,08/16/2012,BERKS ENERGY STAR HVAC,N,
06/01/2008,373205,,08/16/2012,DOROTHY D CARLSON/READING PROP,N,
08/01/2012,373208,,08/16/2012,LIDELY DEL ALBA MOREL,N,
01/27/2004,373211,,08/16/2012,OCASIO CLEANING SERVICE,N,
